Provider,Region,Date,Hour of Day,No of calls to user,No of calls from user,Distinct users for the hour,Distinct hourly users with outgoing calls,Distinct users for the day,Distinct daily users with outgoing calls,Distinct users for the week,Distinct weekly users with outgoing calls
Ola Cabs,Madhya Pradesh,20180922,22,9,3,7,3,645,128,3904,687
Ola Cabs,Madhya Pradesh,20180922,23,6,2,5,2,645,128,3904,687
Ola Cabs,Madhya Pradesh,20180922,1,25,10,23,6,645,128,3904,687
Ola Cabs,Madhya Pradesh,20180923,0,12,3,9,1,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,1,10,2,9,2,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,2,27,15,24,8,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,3,25,7,25,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,4,30,10,23,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,5,49,13,44,9,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,6,32,5,31,5,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,7,55,12,41,8,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,8,35,18,35,11,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,9,46,14,34,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,10,64,19,52,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,11,74,19,56,14,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,12,64,14,51,9,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,13,70,16,54,11,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,14,52,5,39,5,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,15,43,14,37,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,16,35,7,32,7,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,17,28,3,20,3,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,18,17,3,12,2,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,19,7,3,5,1,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,20,12,3,10,2,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,21,10,2,7,1,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,22,12,2,9,2,571,106,3904,687
Ola Cabs,Madhya Pradesh,20180923,23,9,1,7,1,571,106,3904,687
Ola Cabs,Maharashtra,20180917,1,325,108,281,58,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,2,442,112,393,70,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,3,571,123,493,88,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,4,658,172,577,101,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,5,592,174,534,111,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,6,687,226,565,126,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,7,586,235,536,129,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,8,533,180,488,105,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,9,652,200,559,126,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,10,664,216,586,137,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,11,744,222,638,141,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,12,780,239,696,147,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,13,777,232,652,129,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,14,711,208,606,128,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,15,574,179,495,111,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,16,471,142,395,90,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,17,347,111,274,68,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,18,258,48,205,36,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,19,166,39,124,20,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,20,128,16,94,13,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,21,142,25,104,18,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,22,134,26,113,17,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,23,191,48,138,28,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180917,0,262,56,205,37,8152,1280,45637,6648
Ola Cabs,Maharashtra,20180918,1,296,79,240,47,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,0,255,51,200,31,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,2,468,135,400,82,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,3,590,141,540,98,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,4,673,210,612,124,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,5,648,222,562,115,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,6,617,196,548,115,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,7,590,206,533,122,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,8,631,222,533,107,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,9,637,209,565,122,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,10,600,204,561,126,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,11,751,229,628,136,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,12,820,234,683,128,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,13,862,242,718,136,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,14,688,208,613,126,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,15,536,177,456,100,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,16,454,114,384,79,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,17,300,104,256,54,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,18,179,76,164,37,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,19,147,24,104,16,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,20,100,25,81,14,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,21,127,24,94,17,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,22,158,21,115,18,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180918,23,156,25,117,17,8047,1183,45637,6648
Ola Cabs,Maharashtra,20180919,1,285,68,240,40,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,2,481,94,392,60,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,3,758,149,618,93,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,4,849,175,710,106,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,5,746,187,642,132,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,6,607,177,521,97,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,7,571,264,533,126,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,8,502,161,451,101,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,9,528,161,471,94,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,10,566,181,494,118,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,11,708,244,632,125,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,12,813,226,664,120,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,13,798,227,656,137,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,14,752,240,631,135,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,15,568,201,477,104,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,16,452,174,393,92,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,17,360,88,292,60,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,18,247,41,192,35,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,19,162,35,126,21,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,20,119,16,83,12,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,21,119,12,81,10,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,0,249,62,176,44,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,22,147,34,108,21,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180919,23,169,16,120,10,8119,1193,45637,6648
Ola Cabs,Maharashtra,20180920,0,181,58,143,34,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,1,226,48,199,37,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,2,370,81,303,48,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,3,521,176,469,104,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,4,628,188,566,129,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,5,592,169,510,108,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,6,607,180,545,109,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,7,591,176,493,107,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,8,560,175,499,106,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,9,557,199,495,111,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,10,640,168,559,108,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,11,717,235,621,120,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,12,769,206,635,134,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,13,763,199,636,111,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,14,702,165,582,101,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,15,506,185,446,103,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,16,471,127,367,73,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,17,337,110,265,57,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,18,203,58,167,32,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,19,146,24,114,15,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,20,128,21,94,19,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,21,134,22,89,17,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,22,111,21,68,13,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180920,23,168,32,128,19,7493,1115,45637,6648
Ola Cabs,Maharashtra,20180921,0,216,42,174,28,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,1,266,86,230,50,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,2,455,107,395,73,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,3,594,149,509,91,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,4,669,189,590,105,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,5,657,196,573,113,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,6,683,260,615,141,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,7,599,258,529,126,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,8,615,217,535,109,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,9,604,240,562,131,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,10,701,232,611,134,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,11,778,257,671,146,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,12,861,233,728,136,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,13,849,267,702,154,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,14,672,210,564,116,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,15,675,169,548,99,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,16,498,137,409,79,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,17,335,83,273,52,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,18,250,64,206,37,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,19,232,35,156,24,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,20,110,19,76,15,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,21,82,10,58,9,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,22,143,18,98,12,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180921,23,158,22,110,13,8174,1195,45637,6648
Ola Cabs,Maharashtra,20180922,0,201,42,168,28,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,1,207,102,190,54,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,2,389,120,339,81,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,3,515,173,455,90,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,4,613,200,562,127,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,5,605,188,529,117,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,6,740,276,659,152,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,7,730,230,650,151,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,8,675,240,596,143,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,9,655,192,598,122,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,10,704,247,662,148,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,11,773,236,694,145,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,12,861,252,757,149,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,13,830,237,695,148,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,14,691,254,596,126,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,15,615,162,528,105,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,16,490,156,441,87,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,17,399,118,327,78,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,18,294,69,236,47,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,19,184,33,147,27,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,20,145,19,108,15,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,21,146,32,101,18,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,22,159,38,95,22,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180922,23,166,39,128,22,8385,1337,45637,6648
Ola Cabs,Maharashtra,20180923,0,148,44,122,25,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,1,226,63,187,46,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,2,261,89,223,55,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,3,324,98,287,73,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,4,367,119,330,83,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,5,462,150,420,94,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,6,521,165,446,91,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,7,554,190,483,117,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,8,479,167,444,109,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,9,575,159,479,92,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,10,549,194,467,117,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,11,590,195,528,125,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,12,620,178,522,102,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,13,574,174,494,103,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,14,545,192,464,108,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,15,439,147,388,96,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,16,369,134,342,80,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,17,278,78,230,54,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,18,257,66,198,42,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,19,183,35,132,23,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,20,115,27,87,21,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,21,104,21,79,12,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,22,98,20,80,15,6114,1009,45637,6648
Ola Cabs,Maharashtra,20180923,23,121,34,101,22,6114,1009,45637,6648
Ola Cabs,Mumbai,20180917,11,1234,181,942,132,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,0,354,46,280,34,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,1,503,49,381,42,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,2,732,131,584,80,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,3,880,93,738,75,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,4,1042,114,834,86,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,5,994,152,818,103,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,6,1034,122,826,100,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,7,1087,141,834,113,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,8,1076,160,867,121,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,9,1076,128,855,97,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,10,1244,185,942,139,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,12,1235,174,944,125,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,13,1193,171,911,131,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,14,1102,158,823,113,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,15,963,117,741,88,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,16,946,137,704,90,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,17,786,101,582,74,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,18,509,93,408,58,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,19,300,41,227,29,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,20,223,37,161,26,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,21,230,29,159,20,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,22,329,35,208,28,13087,1666,69290,10362
Ola Cabs,Mumbai,20180917,23,285,44,214,31,13087,1666,69290,10362
Ola Cabs,Mumbai,20180918,23,245,40,173,31,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,0,374,63,278,49,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,1,499,71,387,53,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,2,751,98,603,71,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,3,952,78,744,60,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,4,1002,99,826,78,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,5,1040,163,826,123,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,6,1010,144,809,97,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,7,917,179,742,110,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,8,1049,158,842,112,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,9,1210,183,956,131,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,10,1131,165,905,118,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,11,1227,181,960,118,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,12,1186,187,932,122,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,13,1202,180,929,131,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,14,1024,137,781,88,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,15,910,122,678,85,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,16,834,114,641,77,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,17,769,81,526,66,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,18,465,54,331,41,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,19,397,73,281,47,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,20,266,35,162,24,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,21,205,31,147,24,12778,1640,69290,10362
Ola Cabs,Mumbai,20180918,22,258,53,185,31,12778,1640,69290,10362
Ola Cabs,Mumbai,20180919,23,241,42,171,29,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,0,314,43,234,31,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,1,496,81,384,56,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,2,779,86,623,66,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,3,930,91,738,75,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,4,1023,129,861,99,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,5,914,133,760,101,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,6,923,135,752,91,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,7,909,174,741,91,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,8,913,190,751,104,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,9,917,154,731,99,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,10,986,156,808,92,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,21,222,24,145,21,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,11,1038,201,816,106,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,12,1142,179,906,122,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,13,1059,152,819,106,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,14,985,150,754,101,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,15,885,120,684,85,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,16,856,128,659,101,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,17,660,86,482,61,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,18,409,66,310,40,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,19,305,60,237,38,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,20,224,37,153,23,11960,1518,69290,10362
Ola Cabs,Mumbai,20180919,22,287,40,190,27,11960,1518,69290,10362
Ola Cabs,Mumbai,20180920,21,183,26,133,20,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,0,279,46,204,30,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,1,391,73,314,55,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,2,679,87,545,67,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,3,863,89,693,72,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,4,949,117,770,95,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,5,948,114,764,91,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,6,838,146,701,99,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,7,807,132,670,92,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,8,934,151,739,96,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,9,951,143,760,97,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,10,1013,124,776,90,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,11,1037,154,819,101,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,12,1138,154,858,118,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,13,1018,143,780,92,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,14,1048,157,782,97,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,15,913,129,684,95,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,16,829,107,610,79,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,17,584,72,451,61,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,18,497,89,359,63,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,19,275,56,214,30,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,20,249,46,176,33,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,22,251,48,186,30,11478,1492,69290,10362
Ola Cabs,Mumbai,20180920,23,238,27,188,19,11478,1492,69290,10362
Ola Cabs,Mumbai,20180921,2,770,90,614,71,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,3,904,127,739,85,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,4,1079,118,877,92,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,1,529,64,412,57,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,5,1034,141,851,104,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,6,1033,152,837,105,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,7,952,159,799,122,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,8,1022,147,854,116,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,9,1034,159,855,116,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,10,1035,162,826,106,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,11,1175,161,890,107,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,12,1238,173,958,131,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,0,295,45,225,34,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,13,1143,193,894,127,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,14,1036,148,810,102,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,15,975,171,740,118,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,16,845,141,637,93,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,17,672,66,475,50,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,18,492,76,354,44,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,19,385,68,270,45,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,20,267,39,204,32,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,21,232,23,154,18,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,22,208,39,151,25,12655,1656,69290,10362
Ola Cabs,Mumbai,20180921,23,240,37,185,26,12655,1656,69290,10362
Ola Cabs,Mumbai,20180922,12,1167,177,942,138,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,0,252,38,199,30,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,1,455,62,335,45,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,2,643,88,503,60,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,3,788,106,626,80,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,4,858,102,710,77,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,5,1021,141,826,103,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,6,1182,165,927,121,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,7,977,167,803,126,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,8,1116,169,907,129,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,9,1110,178,892,121,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,10,1134,156,904,116,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,11,1221,174,952,128,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,13,1236,214,991,153,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,14,1051,144,822,105,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,15,915,128,709,83,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,16,877,145,689,103,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,17,791,112,619,81,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,18,512,73,380,47,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,19,454,75,311,48,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,20,336,34,231,29,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,21,230,26,153,22,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,22,230,34,153,27,12809,1719,69290,10362
Ola Cabs,Mumbai,20180922,23,275,44,181,25,12809,1719,69290,10362
Ola Cabs,Mumbai,20180923,0,213,30,163,22,10289,1491,69290,10362
Ola Cabs,Mumbai,20180923,1,313,60,246,38,10289,1491,69290,10362
